"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","avg_workings_hours","num_of_leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
3280,42,"No","Travel_Rarely","Sales",15,1,"Marketing","Male",2,"Laboratory Technician","Married",46680,9,18,2,8,2,4,0,2,3,3,10.5227549842073,9,4,4,3
3281,28,"Yes","Travel_Rarely","Research & Development",19,4,"Medical","Female",2,"Sales Executive","Single",32040,6,16,1,5,4,2,2,1,2,3,6.29847638573546,8,3,3,2
3282,36,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Healthcare Representative","Married",27200,4,14,1,8,3,5,0,4,3,3,6.63610788419307,5,3,2,3
3283,32,"No","Travel_Rarely","Research & Development",3,1,"Medical","Male",2,"Manufacturing Director","Married",171810,1,14,0,14,2,14,6,8,2,3,8.03152677665894,13,3,3,3
3284,40,"No","Travel_Frequently","Sales",9,3,"Marketing","Male",3,"Manufacturing Director","Single",22380,6,14,0,10,3,1,0,0,3,3,6.9488286172029,12,1,3,3
3285,30,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree","Male",2,"Research Director","Single",14830,5,13,0,12,3,0,0,0,3,3,9.39397895601819,10,3,4,2
3286,45,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences","Male",1,"Research Director","Single",56050,1,12,2,1,2,1,0,0,3,3,6.64480240311086,8,2,3,3
3287,42,"No","Travel_Rarely","Research & Development",20,2,"Medical","Male",2,"Sales Representative","Married",72950,1,15,0,10,3,9,7,8,3,3,7.65288387740275,15,2,2,2
3288,38,"No","Travel_Frequently","Sales",4,3,"Medical","Male",2,"Research Scientist","Divorced",23060,2,19,1,13,5,4,1,2,3,3,7.62198859055715,11,1,1,2
3289,34,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences","Male",3,"Laboratory Technician","Single",23480,1,14,1,6,3,5,1,3,3,3,6.9433710635717,7,3,4,3
3290,49,"Yes","Travel_Rarely","Sales",7,2,"Life Sciences","Female",2,"Healthcare Representative","Married",89980,1,14,2,9,2,9,7,7,4,3,6.33677794956688,21,3,4,4
3291,55,"Yes","Travel_Rarely","Human Resources",16,3,"Technical Degree","Male",4,"Manufacturing Director","Single",43190,4,11,0,12,3,9,7,3,4,3,6.42907343794442,22,3,4,2
3292,43,"No","Travel_Rarely","Research & Development",25,2,"Medical","Male",2,"Healthcare Representative","Married",61320,6,13,0,22,3,4,1,0,2,3,7.33813961705372,6,2,1,3
3293,27,"No","Travel_Rarely","Sales",2,4,"Medical","Male",2,"Manager","Divorced",33460,1,21,1,9,2,9,0,8,2,4,10.4993413369437,17,3,4,3
3294,35,"No","Travel_Rarely","Research & Development",1,3,"Medical","Male",1,"Research Director","Single",108550,3,13,1,17,2,8,1,6,3,3,7.05227961640603,18,3,3,4
3295,28,"No","Travel_Rarely","Sales",1,2,"Technical Degree","Female",1,"Sales Executive","Married",22310,1,12,0,8,3,8,7,5,2,3,9.91871619246707,18,2,2,3
3296,34,"No","Travel_Rarely","Sales",2,5,"Life Sciences","Male",4,"Research Scientist","Married",23230,0,17,0,4,2,3,0,2,3,3,6.92317087160658,17,3,NA,1
3297,26,"Yes","Travel_Frequently","Research & Development",22,4,"Other","Female",1,"Sales Executive","Married",20240,1,23,0,8,2,8,1,7,3,4,8.06038405131304,18,3,3,3
3298,27,"No","Non-Travel","Sales",1,3,"Technical Degree","Female",1,"Sales Executive","Married",27130,1,11,0,0,2,0,0,0,3,3,7.3415267595458,17,4,4,2
3299,51,"No","Travel_Rarely","Sales",16,3,"Medical","Male",3,"Research Scientist","Married",94390,2,15,3,29,0,20,4,17,3,3,6.16137743170779,12,1,3,2
3300,44,"No","Travel_Rarely","Sales",24,5,"Medical","Female",1,"Sales Executive","Single",25660,9,11,1,10,3,5,2,3,3,3,6.33805103403818,14,4,2,2
3301,25,"No","Travel_Rarely","Research & Development",17,3,"Medical","Male",1,"Laboratory Technician","Single",199260,7,11,3,6,5,4,0,1,4,3,6.44710267578031,12,1,1,2
3302,33,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences","Male",3,"Laboratory Technician","Divorced",24510,1,13,1,9,3,9,0,8,2,3,6.04453954786847,14,1,1,3
3303,35,"No","Travel_Rarely","Sales",6,4,"Medical","Female",2,"Manager","Single",94190,1,24,1,6,5,6,1,1,2,4,6.96105500747292,19,3,1,2
3304,36,"No","Travel_Rarely","Sales",10,4,"Marketing","Male",3,"Manager","Married",86860,1,13,0,18,2,18,4,11,3,3,9.71185044990746,15,2,4,2
3305,32,"No","Travel_Rarely","Research & Development",3,4,"Medical","Female",4,"Sales Executive","Divorced",30380,2,20,0,8,3,5,0,3,3,4,7.86338836561657,8,2,4,2
3306,30,"No","Travel_Frequently","Research & Development",4,5,"Medical","Male",5,"Sales Representative","Divorced",30580,9,14,1,10,2,5,0,3,3,3,6.4503236438689,20,2,4,2
3307,53,"No","Travel_Rarely","Sales",6,3,"Marketing","Male",4,"Sales Executive","Married",23250,7,18,1,35,1,5,0,4,4,3,10.4281170707735,2,1,4,3
3308,45,"No","Travel_Rarely","Research & Development",1,5,"Technical Degree","Male",2,"Healthcare Representative","Divorced",20880,4,15,3,18,2,5,0,2,3,3,8.53172077851398,9,4,1,3
3309,32,"No","Travel_Rarely","Sales",10,3,"Marketing","Female",1,"Human Resources","Married",30720,5,12,0,9,4,5,1,3,1,3,6.64658886725314,23,3,3,2
3310,52,"No","Travel_Frequently","Research & Development",1,1,"Life Sciences","Male",2,"Laboratory Technician","Married",50060,3,16,1,31,2,9,0,0,3,3,7.62591519869442,13,3,4,3
3311,37,"No","Travel_Rarely","Sales",24,2,"Life Sciences","Female",4,"Laboratory Technician","Divorced",42570,4,15,0,9,2,1,0,0,3,3,6.13252017683778,15,4,3,3
3312,28,"No","Travel_Rarely","Research & Development",21,4,"Life Sciences","Female",1,"Healthcare Representative","Divorced",25000,1,16,2,6,3,5,0,4,3,3,6.39479123459104,21,2,4,3
3313,22,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Sales Representative","Married",11020,6,19,0,4,3,2,2,2,2,3,6.56624790225991,5,4,4,1
3314,44,"No","Travel_Rarely","Research & Development",22,3,"Medical","Female",1,"Laboratory Technician","Married",104530,2,11,1,10,2,3,0,2,3,3,10.9789437106664,2,1,4,2
3315,42,"No","Travel_Frequently","Sales",13,4,"Life Sciences","Female",2,"Laboratory Technician","Single",22880,5,16,1,8,4,2,2,2,2,3,8.03238928011132,8,2,4,3
3316,36,"No","Travel_Rarely","Research & Development",14,3,"Other","Male",2,"Research Scientist","Married",39290,0,24,0,6,6,5,0,3,2,4,7.66561127574234,11,1,1,3
3317,25,"No","Travel_Rarely","Sales",11,3,"Life Sciences","Female",1,"Laboratory Technician","Married",23110,1,11,1,5,2,5,0,3,3,3,10.421173124428,4,3,1,3
3318,35,"No","Travel_Rarely","Research & Development",9,2,"Life Sciences","Female",1,"Healthcare Representative","Married",31400,1,13,1,17,2,17,5,15,2,3,8.81505340537197,11,4,3,3
3319,35,"Yes","Travel_Frequently","Sales",8,2,"Marketing","Female",1,"Laboratory Technician","Divorced",36900,1,13,1,10,2,10,7,8,4,3,9.98016682793807,6,4,2,2
3320,32,"No","Non-Travel","Research & Development",21,3,"Life Sciences","Male",1,"Sales Executive","Divorced",44500,0,13,0,4,3,3,0,2,3,3,7.92658046480086,13,4,4,3
3321,25,"No","Travel_Rarely","Sales",5,3,"Marketing","Female",4,"Research Scientist","Married",27560,1,12,2,5,2,5,0,3,3,3,7.84589509932534,21,3,1,4
3322,49,"No","Travel_Rarely","Sales",9,3,"Technical Degree","Female",2,"Sales Representative","Married",190330,2,18,1,7,5,4,0,2,3,3,7.52912053922291,17,3,1,3
3323,24,"No","Non-Travel","Research & Development",2,5,"Technical Degree","Male",2,"Healthcare Representative","Married",187220,0,22,1,6,3,5,3,4,3,4,7.62620988725515,20,1,4,2
3324,32,"No","Travel_Frequently","Research & Development",12,5,"Medical","Male",1,"Research Scientist","Married",95470,1,13,1,10,3,10,5,3,2,3,6.86576574327166,5,2,2,3
3325,38,"No","Travel_Rarely","Sales",22,2,"Medical","Male",1,"Sales Executive","Married",137340,0,13,0,3,3,2,1,2,4,3,7.04875363685345,11,2,2,3
3326,42,"No","Travel_Rarely","Research & Development",18,1,"Technical Degree","Female",2,"Research Scientist","Married",199990,2,23,1,17,6,5,1,3,3,4,9.63586717441243,20,3,4,2
3327,31,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",3,"Sales Executive","Married",22790,3,12,1,8,3,6,0,2,3,3,10.1149091515856,16,4,4,3
3328,29,"Yes","Travel_Rarely","Sales",3,3,"Marketing","Male",3,"Laboratory Technician","Divorced",59160,6,12,0,5,2,3,0,2,3,3,9.40006345785441,14,2,3,3
3329,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Male",1,"Sales Representative","Married",20890,5,16,0,28,2,2,2,2,2,3,6.43954907673478,17,1,4,3
3330,35,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",3,"Healthcare Representative","Married",167920,3,12,1,16,3,13,4,8,4,3,7.11722355537042,13,4,2,3
3331,37,"No","Travel_Frequently","Research & Development",13,4,"Life Sciences","Female",3,"Human Resources","Married",35640,5,11,0,10,1,5,0,0,1,3,7.40994120435531,6,3,4,3
3332,53,"No","Travel_Rarely","Research & Development",1,1,"Medical","Male",1,"Sales Executive","Single",44250,6,22,1,33,2,12,3,8,4,4,6.74620578865996,10,4,4,3
3333,43,"No","Travel_Frequently","Research & Development",1,3,"Medical","Male",1,"Laboratory Technician","Married",52650,4,11,1,12,4,5,2,2,3,3,7.66294389398915,20,4,4,2
3334,47,"No","Travel_Rarely","Sales",15,4,"Marketing","Female",3,"Research Director","Married",65530,0,15,0,8,2,7,7,7,3,3,10.6970612051227,8,3,4,3
3335,37,"No","Non-Travel","Research & Development",1,5,"Medical","Female",2,"Research Scientist","Single",62610,1,12,0,10,1,10,0,9,3,3,8.38330034549769,8,1,2,3
3336,50,"No","Non-Travel","Research & Development",17,3,"Medical","Female",1,"Laboratory Technician","Divorced",42980,1,20,1,31,6,31,14,7,3,4,6.6779570044093,9,1,1,3
3337,39,"No","Travel_Rarely","Research & Development",1,3,"Other","Female",3,"Human Resources","Married",68040,8,14,1,13,3,5,0,4,2,3,6.9587245377222,18,4,4,3
3338,33,"No","Travel_Rarely","Sales",7,3,"Life Sciences","Male",2,"Manufacturing Director","Divorced",38150,3,11,1,7,3,4,0,3,3,3,9.42620965537197,11,4,2,4
3339,32,"Yes","Travel_Rarely","Research & Development",9,1,"Medical","Female",1,"Laboratory Technician","Single",27410,1,15,1,1,5,1,0,1,2,3,10.0245442901449,3,1,4,1
3340,29,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences","Female",4,"Healthcare Representative","Divorced",66730,6,12,1,8,2,4,0,3,4,3,6.43553522568463,7,1,4,NA
3341,44,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences","Male",2,"Manufacturing Director","Married",76390,1,14,0,8,6,8,7,1,3,3,9.80427867032393,20,2,1,3
3342,28,"No","Travel_Rarely","Sales",24,5,"Life Sciences","Female",1,"Research Scientist","Single",23280,1,11,2,4,3,4,0,2,3,3,6.4451462431051,19,1,4,3
3343,58,"Yes","Travel_Frequently","Sales",9,2,"Technical Degree","Male",1,"Sales Executive","Divorced",21530,9,11,0,3,3,1,0,0,3,3,10.4857631998202,6,4,4,2
3344,43,"No","Travel_Rarely","Sales",7,4,"Marketing","Male",2,"Sales Executive","Divorced",48760,4,16,2,4,4,1,0,0,3,3,6.64535629420867,17,1,2,4
3345,20,"Yes","Travel_Rarely","Research & Development",11,3,"Medical","Male",2,"Sales Executive","Single",93960,1,12,0,2,6,2,0,2,1,3,7.13037723669194,16,3,3,2
3346,21,"Yes","Travel_Rarely","Research & Development",1,3,"Medical","Male",2,"Sales Executive","Single",104000,1,13,1,1,2,1,0,0,3,3,7.92706234824117,8,4,4,2
3347,36,"No","Travel_Rarely","Research & Development",26,4,"Medical","Male",1,"Laboratory Technician","Married",84740,0,14,0,17,3,16,4,11,3,3,10.3450949824201,2,3,4,2
3348,47,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Manufacturing Director","Single",99810,1,21,1,3,3,3,1,2,3,4,8.53046501387911,6,4,4,2
3349,22,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences","Female",1,"Laboratory Technician","Married",124900,0,13,0,4,3,3,0,2,3,3,9.82148920152763,18,2,3,4
3350,41,"Yes","Travel_Rarely","Research & Development",23,3,"Life Sciences","Female",2,"Sales Executive","Divorced",26570,4,11,0,10,3,7,1,0,4,3,10.4168610431278,15,2,4,2
3351,28,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",3,"Manager","Divorced",135910,5,20,1,6,2,2,2,2,3,4,7.74133326620337,12,3,3,3
3352,39,"Yes","Travel_Rarely","Research & Development",10,4,"Life Sciences","Female",4,"Human Resources","Married",66960,7,11,0,8,3,2,2,2,3,3,10.7206110431278,15,4,1,1
3353,27,"No","Travel_Rarely","Research & Development",1,3,"Medical","Male",1,"Research Scientist","Single",20580,1,14,1,1,5,1,0,0,3,3,7.74789280619008,14,2,3,3
3354,34,"No","Travel_Rarely","Research & Development",12,2,"Technical Degree","Male",2,"Human Resources","Divorced",88650,1,11,1,1,0,1,1,0,3,3,7.73003952118914,4,2,2,3
3355,42,"No","Travel_Rarely","Sales",11,1,"Technical Degree","Male",2,"Human Resources","Single",59400,7,16,0,10,2,5,0,3,2,3,6.97029988089837,23,3,3,3
3356,33,"No","Travel_Rarely","Sales",2,3,"Marketing","Female",1,"Sales Executive","Single",59140,3,16,1,6,4,3,0,2,3,3,10.5698005861827,13,3,1,3
3357,58,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Male",1,"Research Scientist","Divorced",26220,2,23,0,24,3,6,0,4,3,4,8.36308477712852,12,3,2,3
3358,31,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Female",1,"Sales Representative","Married",121850,3,14,0,13,2,7,5,2,3,3,6.12934744197689,8,2,3,4
3359,35,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences","Male",3,"Healthcare Representative","Married",106090,1,22,0,10,3,10,0,7,3,4,10.4045091542662,10,4,4,1
3360,49,"No","Travel_Rarely","Research & Development",25,2,"Life Sciences","Female",2,"Sales Executive","Married",43450,4,15,0,29,3,26,1,7,2,3,7.0471870927156,7,1,2,2
3361,48,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Married",21770,4,18,0,13,4,0,0,0,3,3,6.76673164611271,11,4,3,2
3362,31,"No","Non-Travel","Research & Development",1,2,"Technical Degree","Female",2,"Sales Executive","Married",27930,1,16,0,9,4,9,0,0,3,3,7.10289496718839,16,4,3,2
3363,36,"No","Travel_Rarely","Human Resources",2,4,"Technical Degree","Male",1,"Sales Executive","Single",79180,2,12,2,8,3,6,0,1,2,3,6.55926980632349,19,2,4,3
3364,38,"No","Travel_Rarely","Sales",6,3,"Other","Male",2,"Sales Executive","Married",87890,1,11,3,15,4,15,5,11,3,3,7.12840384148948,18,4,1,3
3365,32,"No","Non-Travel","Sales",18,3,"Marketing","Male",1,"Laboratory Technician","Married",23890,6,12,1,5,4,3,0,2,2,3,7.11299335855032,6,3,2,3
3366,25,"Yes","Travel_Rarely","Research & Development",1,2,"Life Sciences","Male",1,"Sales Executive","Married",32120,1,15,1,1,3,1,0,0,2,3,8.89524707617899,8,3,2,3
3367,40,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",2,"Research Scientist","Divorced",192320,2,14,1,11,3,1,0,0,3,3,6.16470093257198,18,1,2,2
3368,26,"No","Travel_Frequently","Sales",11,3,"Marketing","Male",2,"Healthcare Representative","Single",22670,1,19,3,7,2,7,0,7,2,3,7.61914433450448,4,3,1,3
3369,41,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Single",195170,2,13,0,20,5,18,2,17,3,3,10.6652244333349,7,4,1,3
3370,36,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Female",2,"Healthcare Representative","Single",24360,4,13,0,16,3,11,3,9,1,3,7.13926131858081,7,3,3,3
3371,19,"Yes","Travel_Rarely","Research & Development",15,3,"Life Sciences","Male",2,"Research Scientist","Single",160640,1,15,1,1,3,1,0,0,3,3,10.6321580196944,5,4,2,4
3372,20,"Yes","Travel_Rarely","Research & Development",29,3,"Life Sciences","Female",3,"Laboratory Technician","Single",27070,1,11,0,1,2,1,0,0,3,3,6.14224447029449,12,1,1,3
3373,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",4,"Research Director","Married",190680,0,12,0,10,1,9,8,5,3,3,8.33538543748959,21,4,4,1
3374,40,"No","Travel_Frequently","Sales",1,3,"Marketing","Male",1,"Research Scientist","Divorced",39310,8,19,0,3,2,1,0,0,2,3,8.1308300530778,9,4,2,3
3375,32,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences","Male",4,"Laboratory Technician","Married",37300,1,25,1,8,4,8,6,3,3,4,7.94893611368386,9,3,1,4
3376,36,"Yes","Travel_Rarely","Research & Development",10,3,"Medical","Male",3,"Sales Executive","Married",22320,1,12,1,16,2,16,3,7,3,3,9.8200613857612,6,3,4,3
3377,33,"No","Travel_Rarely","Research & Development",1,4,"Medical","Female",4,"Manufacturing Director","Single",44650,0,13,0,6,3,5,1,4,3,3,6.06779273934583,7,2,4,3
3378,37,"Yes","Travel_Rarely","Sales",10,4,"Marketing","Female",3,"Human Resources","Married",30720,5,14,0,17,3,14,11,7,2,3,6.38000135016711,16,1,3,1
3379,45,"No","Non-Travel","Research & Development",8,1,"Life Sciences","Male",2,"Sales Executive","Married",33190,1,12,1,9,3,9,0,8,3,3,6.37233302994513,15,3,2,2
3380,29,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences","Male",1,"Sales Representative","Married",192020,1,12,0,3,5,3,0,2,3,3,7.63984143111267,6,3,4,3
3381,35,"No","Travel_Rarely","Human Resources",1,3,"Human Resources","Male",3,"Laboratory Technician","Married",136750,1,15,3,5,5,5,1,0,2,3,6.42857159961686,20,3,3,3
3382,52,"No","Travel_Rarely","Research & Development",5,4,"Other","Male",1,"Laboratory Technician","Married",29110,2,17,2,26,3,9,7,8,3,3,7.02429598226289,23,4,4,2
3383,58,"Yes","Travel_Rarely","Sales",9,2,"Medical","Female",4,"Sales Executive","Single",59570,4,14,1,7,2,1,0,0,1,3,7.51058086954188,19,4,3,3
3384,53,"No","Travel_Rarely","Research & Development",9,3,"Technical Degree","Male",1,"Manager","Divorced",39200,6,16,1,22,3,17,15,2,3,3,6.56894113685345,11,3,3,4
3385,30,"No","Travel_Rarely","Sales",3,4,"Marketing","Male",1,"Sales Executive","Divorced",64340,5,14,1,10,3,8,7,7,2,3,8.04111485722625,18,3,3,4
3386,38,"No","Non-Travel","Sales",4,3,"Life Sciences","Male",2,"Research Director","Single",100480,1,23,1,6,2,5,1,3,3,4,8.11783822959974,16,3,4,3
3387,35,"No","Travel_Rarely","Sales",1,2,"Life Sciences","Female",2,"Healthcare Representative","Divorced",109380,6,14,2,12,2,10,0,8,1,3,7.37606711092675,12,4,4,3
3388,39,"No","Travel_Rarely","Sales",1,1,"Marketing","Male",2,"Research Scientist","Single",23400,0,11,1,9,2,8,0,7,2,3,6.54984332164916,19,NA,3,3
3389,40,"Yes","Non-Travel","Research & Development",2,4,"Life Sciences","Male",1,"Human Resources","Single",65450,4,15,0,22,2,1,0,0,3,3,9.53276072341756,9,2,2,2
3390,47,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences","Male",3,"Sales Executive","Divorced",69310,1,11,0,20,3,19,2,7,3,3,10.0961168941086,4,3,3,4
3391,36,"No","Non-Travel","Sales",28,1,"Life Sciences","Male",2,"Research Scientist","Divorced",48980,4,13,1,12,3,7,0,7,3,3,6.87212698338331,21,1,4,3
3392,31,"Yes","Non-Travel","Research & Development",28,4,"Medical","Male",2,"Research Scientist","Single",25930,0,21,0,4,2,3,1,2,3,4,8.22962791525121,4,3,1,3
3393,33,"No","Non-Travel","Sales",15,3,"Other","Male",4,"Research Director","Single",194360,1,19,2,10,4,10,6,0,3,3,7.91948598373685,16,4,3,3
3394,29,"Yes","Travel_Rarely","Human Resources",3,5,"Life Sciences","Male",1,"Sales Executive","Single",27230,6,11,1,3,2,0,0,0,2,3,10.3404819527909,10,4,1,3
3395,33,"No","Travel_Rarely","Research & Development",2,2,"Technical Degree","Male",2,"Laboratory Technician","Single",34790,3,12,0,5,3,3,0,2,3,3,7.52242200846727,20,2,4,3
3396,45,"No","Travel_Rarely","Research & Development",26,1,"Medical","Female",3,"Healthcare Representative","Divorced",27940,3,19,1,8,2,5,0,2,3,3,7.05280052195278,5,4,4,3
3397,50,"No","Travel_Rarely","Sales",10,1,"Life Sciences","Female",1,"Manufacturing Director","Divorced",52490,9,21,2,32,2,5,1,3,2,4,7.42700404920139,8,4,4,2
3398,33,"No","Travel_Frequently","Sales",1,3,"Marketing","Male",2,"Human Resources","Married",21760,1,14,1,6,2,6,1,2,2,3,9.00657501422755,12,3,2,3
3399,41,"No","Travel_Frequently","Sales",11,3,"Other","Male",1,"Laboratory Technician","Divorced",168720,2,15,1,21,2,18,0,11,3,3,7.89992646512628,6,1,3,4
3400,27,"No","Travel_Rarely","Research & Development",20,4,"Other","Male",2,"Manufacturing Director","Married",34850,9,17,2,4,2,2,2,2,3,3,7.14042873269998,6,3,2,3
3401,45,"No","Non-Travel","Sales",2,3,"Medical","Female",1,"Sales Executive","Married",66440,1,12,0,9,3,9,0,8,4,3,8.73524264827115,7,4,1,3
3402,47,"No","Travel_Rarely","Sales",18,4,"Medical","Female",2,"Research Scientist","Single",55820,1,16,0,9,3,9,0,7,3,3,8.04471209675512,8,4,4,3
3403,30,"Yes","Travel_Rarely","Sales",2,3,"Life Sciences","Male",2,"Healthcare Representative","Married",40000,4,12,0,7,5,5,0,1,2,3,10.5056275214706,15,1,3,3
3404,50,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree","Female",2,"Sales Executive","Married",134960,3,18,1,22,3,12,1,5,3,3,9.51062900974158,16,4,3,3
3405,38,"No","Travel_Frequently","Research & Development",13,3,"Technical Degree","Male",1,"Manufacturing Director","Married",32100,0,17,2,3,5,2,0,2,2,3,7.72358763858319,16,3,3,2
3406,46,"No","Travel_Rarely","Research & Development",28,3,"Medical","Female",3,"Human Resources","Divorced",190450,6,11,3,13,2,8,0,7,3,3,6.96453681949155,7,4,3,3
3407,24,"No","Travel_Rarely","Sales",28,3,"Life Sciences","Female",1,"Healthcare Representative","Divorced",118490,1,16,1,5,3,4,3,2,3,3,6.63406669318238,18,4,3,3
3408,35,"Yes","Travel_Rarely","Sales",24,3,"Medical","Male",3,"Healthcare Representative","Divorced",20700,1,13,3,5,1,4,0,2,2,3,9.34499555352856,10,3,2,1
3409,31,"No","Travel_Frequently","Research & Development",5,2,"Technical Degree","Male",2,"Sales Executive","Married",65020,1,12,0,4,3,4,0,3,3,3,6.357519595612,8,3,1,3
3410,18,"No","Non-Travel","Sales",5,4,"Other","Male",2,"Manager","Single",32300,1,12,1,0,3,0,0,0,3,3,6.37465497703554,12,2,4,3
3411,54,"No","Travel_Rarely","Sales",23,3,"Medical","Female",1,"Laboratory Technician","Married",136030,8,13,1,22,2,10,0,8,3,3,6.64856033750774,22,3,3,3
3412,35,"No","Travel_Rarely","Research & Development",6,4,"Medical","Female",1,"Manufacturing Director","Divorced",119960,1,19,2,16,3,16,10,1,3,3,9.62128653104599,18,3,3,2
3413,30,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences","Female",5,"Healthcare Representative","Married",56050,0,12,1,9,0,8,1,7,2,3,10.1376005394974,13,2,1,2
3414,20,"Yes","Travel_Rarely","Research & Development",2,2,"Life Sciences","Female",2,"Research Scientist","Single",63970,1,17,1,1,3,1,0,0,3,3,8.35116707293611,17,4,1,3
3415,30,"Yes","Travel_Frequently","Research & Development",8,4,"Medical","Male",1,"Sales Executive","Single",191440,0,11,0,4,3,3,1,2,3,3,7.62409794742703,5,2,2,3
3416,26,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Research Scientist","Married",175840,1,20,0,8,2,8,1,3,3,4,7.93520166466459,7,4,4,3
3417,22,"No","Travel_Rarely","Research & Development",8,3,"Other","Male",2,"Sales Representative","Married",49070,1,21,1,4,2,4,1,1,3,4,7.35105207450066,7,2,1,2
3418,48,"No","Travel_Rarely","Human Resources",2,4,"Medical","Male",2,"Sales Executive","Single",45540,2,11,2,19,3,2,2,2,3,3,8.05452283700837,6,1,3,3
3419,48,"No","Travel_Rarely","Sales",3,3,"Medical","Male",1,"Research Director","Single",54150,7,11,1,27,1,15,4,8,3,3,6.54517195692176,23,3,3,3
3420,41,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Research Scientist","Single",47410,6,16,0,8,3,2,2,1,3,3,6.95512323281924,14,4,3,3
3421,39,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Male",3,"Human Resources","Married",21150,1,18,0,21,3,21,11,8,4,3,7.18611248465774,20,4,4,3
3422,27,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences","Male",2,"Human Resources","Married",31610,0,13,2,4,0,3,2,2,3,3,7.34976224908379,21,1,4,3
3423,35,"No","Travel_Rarely","Sales",24,3,"Medical","Male",5,"Sales Executive","Divorced",57450,1,17,3,3,4,3,1,2,3,3,6.91986876699099,10,2,4,2
3424,42,"No","Travel_Rarely","Research & Development",23,4,"Other","Male",1,"Research Scientist","Married",23730,6,14,1,21,3,1,0,0,4,3,8.0469220586911,17,4,3,4
3425,50,"No","Travel_Rarely","Sales",27,3,"Medical","Male",2,"Sales Executive","Married",33100,4,22,1,8,3,1,0,0,4,4,6.2821290175553,13,1,4,3
3426,59,"No","Travel_Rarely","Research & Development",16,4,"Medical","Female",5,"Laboratory Technician","Single",186650,3,12,0,30,3,5,4,3,2,3,10.1383852898321,15,3,4,3
3427,37,"Yes","Travel_Rarely","Sales",15,3,"Marketing","Male",2,"Laboratory Technician","Married",44850,5,11,1,15,2,1,0,0,4,3,6.64650160708977,19,1,2,1
3428,55,"No","Travel_Frequently","Research & Development",26,2,"Life Sciences","Female",2,"Sales Executive","Married",27890,3,13,1,17,2,8,6,7,2,3,8.62727278743715,14,3,2,3
3429,41,"No","Non-Travel","Research & Development",19,1,"Life Sciences","Male",2,"Research Scientist","Divorced",58280,1,13,0,21,0,21,5,10,3,3,6.35211384481954,13,2,3,3
3430,38,"No","Travel_Rarely","Research & Development",24,2,"Other","Female",1,"Laboratory Technician","Single",23260,8,14,0,19,3,1,0,0,4,3,8.43817644425853,14,2,4,3
3431,26,"Yes","Non-Travel","Research & Development",21,1,"Life Sciences","Female",1,"Manufacturing Director","Single",135250,8,17,1,7,4,2,2,2,2,3,7.74519956459357,10,2,1,3
3432,52,"Yes","Travel_Rarely","Research & Development",5,4,"Medical","Female",4,"Human Resources","Married",14200,1,13,1,33,2,32,6,9,4,3,6.06424770539308,14,1,4,3
3433,44,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",1,"Healthcare Representative","Married",80200,3,11,1,23,2,12,11,11,3,3,10.9133659747327,3,4,4,3
3434,50,"No","Non-Travel","Human Resources",2,2,"Life Sciences","Male",1,"Laboratory Technician","Married",36880,0,11,0,19,3,18,0,13,2,3,6.53270527688863,14,4,3,3
